,000016.SH,000016.SH,000016.SH,000300.SH,000300.SH,000300.SH,000905.SH,000905.SH,000905.SH,000852.SH,000852.SH,000852.SH
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2016/8/11,2168.1332,2177.0644,2658516600,3239.5583,3233.3604,10104121300,6304.7771,6226.3129,7068452700,8647.115,8531.6919,10167408900
2016/8/12,2177.8017,2222.4884,3443001200,3231.8065,3294.2337,11625404400,6218.3533,6299.0915,6863547800,8515.5174,8615.0533,8999987400
2016/8/15,2227.0785,2287.6559,6374530800,3303.4688,3393.4239,22054342100,6309.4141,6442.5272,11798146800,8628.6317,8807.832,14727798700
2016/8/16,2293.811,2257.6988,6124943400,3403.3839,3378.2451,19638974000,6449.9066,6468.8946,10971284000,8813.2051,8877.0657,13969728700
2016/8/17,2260.9256,2253.7364,3084886600,3377.7713,3373.0476,13884768800,6462.0466,6488.3648,9578850800,8867.455,8911.7475,12591478600
2016/8/18,2253.1171,2244.7198,3388044800,3369.9472,3364.4851,14238016900,6485.9268,6490.408,11041553500,8899.1854,8908.3247,13585241800
2016/8/19,2241.6725,2249.3415,2890069300,3358.555,3365.0197,11996150800,6485.7195,6499.5548,9182709900,8895.2986,8923.3628,11378626200
2016/8/22,2249.0797,2237.1276,2619306000,3364.681,3336.7949,10795100800,6499.7527,6420.3544,9236915300,8921.9132,8810.8425,11651571000
2016/8/23,2235.3906,2241.9516,2302390300,3332.621,3341.8298,9292451600,6414.9819,6428.6978,8057296300,8796.5034,8820.2101,10221750100
2016/8/24,2242.9091,2232.2134,1812178700,3341.9304,3329.8631,8119142900,6432.8787,6435.0586,7386234400,8824.7188,8850.511,9656844900
2016/8/25,2224.5128,2222.1523,2181910400,3314.0846,3308.9721,10058915300,6398.5641,6382.5704,7972243100,8799.7623,8784.5844,10926424300
2016/8/26,2223.3073,2219.3076,1643096500,3312.4991,3307.0902,8153069100,6395.772,6410.7335,7478579400,8799.491,8814.4644,10176610600
2016/8/29,2219.0199,2214.2593,1985201200,3306.5749,3307.7812,7703633300,6409.1178,6427.5291,6895657000,8808.7344,8836.9934,9211954300
2016/8/30,2215.8404,2224.0621,1984669200,3310.3188,3311.9872,7572598700,6428.9659,6425.7543,6158835200,8842.4159,8838.4637,9181080300
2016/8/31,2222.0197,2232.7117,1695555200,3310.5654,3327.7938,7957080500,6422.8012,6434.2103,6527700500,8833.2083,8838.3802,8937921700
2016/9/1,2230.3628,2220.4031,1902822400,3326.7389,3301.5767,8494721900,6434.2608,6381.4755,7188610900,8831.6001,8770.7509,9882537200
2016/9/2,2216.288,2229.893,2040602300,3298.7217,3314.1142,8279180300,6371.4921,6356.9538,6750696300,8750.936,8724.9417,9245676400
2016/9/5,2230.4116,2228.7184,1781345200,3321.0053,3319.6803,7829247700,6372.624,6391.7923,6543463900,8743.7437,8761.9617,8891908300
2016/9/6,2227.4392,2232.4508,2125477100,3322.018,3342.6259,9828399800,6392.6082,6492.9722,8682608700,8761.4151,8906.8682,11514550800
2016/9/7,2233.0343,2236.5455,2209767100,3344.0657,3340.8172,10294010600,6490.3301,6494.3159,9319020900,8908.506,8897.7972,12554006800
2016/9/8,2234.9461,2236.6259,1417115700,3338.0082,3339.564,7191615800,6489.6169,6517.9835,7246413500,8888.0149,8938.4306,10444423300
2016/9/9,2236.3902,2229.3097,1741151300,3339.3733,3318.044,8265703600,6518.6757,6471.053,7867246300,8934.2747,8872.3135,10819005200
2016/9/12,2201.6758,2199.9764,3454689100,3271.8702,3262.6043,12291768200,6362.77,6291.6364,9004175600,8705.7456,8587.3986,11736756400
2016/9/13,2197.3785,2193.1932,1496892400,3265.3373,3260.333,6718028800,6324.7438,6320.0315,6863666000,8635.5758,8656.6797,8881071500
2016/9/14,2184.1113,2176.523,1816965700,3245.7371,3238.7299,7043269700,6286.6174,6278.158,5831969200,8612.6955,8618.1493,8506578700
2016/9/19,2178.7597,2189.4611,1413566500,3242.7429,3263.1242,5883108200,6292.807,6344.181,5497876400,8630.6456,8716.4859,7905835300
2016/9/20,2190.0973,2184.2066,1102289400,3264.6649,3257.4034,5278420600,6344.7056,6342.0328,5450561300,8721.3846,8712.2831,8060704100
2016/9/21,2184.4235,2187.1542,1244650900,3257.7097,3266.6363,5914297900,6342.004,6343.7541,5029034300,8705.2525,8731.9994,7678421300
2016/9/22,2195.2461,2200.6981,1539804300,3281.4718,3291.1211,7575354200,6381.1565,6385.6353,6297160000,8779.8892,8770.0946,9179103700
2016/9/23,2202.6976,2196.2903,1172763600,3292.2788,3275.6665,5799398600,6397.3334,6370.5834,6257830700,8773.9032,8729.6107,8946576100
2016/9/26,2190.3899,2167.264,1694820900,3267.6905,3220.2838,7045218600,6363.9308,6241.5157,7210665900,8711.8836,8544.1762,9634897700
2016/9/27,2163.3779,2176.4476,1259253900,3214.8704,3240.7546,5846055000,6229.8183,6286.9093,5640053300,8521.0132,8604.0991,8233348200
2016/9/28,2177.4147,2166.7226,928843200,3243.647,3230.8904,4472749800,6300.8497,6281.2838,4916326200,8604.2365,8592.1261,7572826800
2016/9/29,2170.9872,2175.3696,1187946400,3234.857,3244.3874,5545255600,6288.9181,6298.7911,5069155800,8597.2912,8618.606,7620328200
2016/9/30,2171.9392,2177.3524,921930500,3240.1775,3253.2848,4497802200,6292.0797,6328.0856,4496512900,8607.9728,8661.019,7198718600
2016/10/10,2187.6518,2202.8725,1930020200,3265.3644,3293.8689,8051926000,6364.5166,6447.6934,7272403500,8699.7058,8842.818,10431023800
2016/10/11,2205.3535,2209.2276,2116938400,3296.8672,3306.5573,8771316300,6451.0445,6486.4254,7885088700,8845.2291,8903.459,10442788300
2016/10/12,2205.444,2200.9969,1547883700,3299.1388,3300.0099,6866978100,6463.8094,6482.7379,6771848700,8879.6619,8915.4406,10262658700
2016/10/13,2201.3398,2202.1167,1830879000,3299.1557,3302.6455,8122419800,6480.9293,6484.831,6847165100,8914.564,8929.511,10648698200
2016/10/14,2199.5558,2209.8145,2395051000,3298.734,3305.8481,8231627100,6476.2612,6469.4915,6586009700,8913.7436,8913.6951,10209982800
2016/10/17,2207.3532,2192.8845,2316186700,3305.9635,3277.8787,8611350900,6478.5108,6413.1487,7170479600,8922.1351,8832.0944,10611225800
2016/10/18,2189.932,2222.7832,3177711700,3272.6815,3321.3324,10286071400,6409.7381,6509.2821,7369850800,8822.788,8966.6907,10562259600
2016/10/19,2222.7808,2221.5341,2943280900,3323.3038,3316.2407,10116772500,6518.7373,6495.2574,7504880700,8976.8483,8954.2026,10863127500
2016/10/20,2222.6307,2223.4242,1977292400,3317.1792,3318.6044,7923887100,6495.8268,6498.2375,6557491200,8957.4747,8995.4099,11641295300
2016/10/21,2221.3831,2240.7496,3566857700,3315.7156,3327.74,10978517600,6498.9857,6475.2807,7319512600,8987.2403,8943.0111,11182151200
2016/10/24,2245.4581,2270.9504,4960345100,3332.5125,3367.5778,15301434500,6479.5541,6539.4661,8607674500,8940.5442,9000.7027,11138265900
2016/10/25,2270.0167,2266.1718,3242378800,3367.4753,3367.4547,11119169300,6543.4668,6563.3539,8392323000,9003.3806,9039.4803,11421991900
2016/10/26,2263.6921,2257.1164,2714605700,3365.1975,3354.8003,9802478600,6561.1581,6530.3898,8085924400,9041.9335,9000.7596,12416231600
2016/10/27,2254.3219,2250.2589,2343830900,3351.4603,3345.695,7762985100,6522.8868,6517.3594,6710299700,8989.6979,8997.0159,10149911800
2016/10/28,2252.3836,2253.8017,2823346100,3347.1438,3340.1262,9313330900,6512.038,6455.8349,7069709600,8988.2231,8914.6166,11240219000
2016/10/31,2247.9901,2250.4693,1981495500,3332.406,3336.2778,7135286300,6441.4348,6452.2058,6025368800,8893.2906,8910.5081,10115549400
2016/11/1,2250.4946,2263.4785,2201530600,3338.7099,3359.0515,7493819900,6456.9993,6507.95,6253990200,8914.6804,9006.7893,10655932700
2016/11/2,2256.1179,2244.7436,2226082500,3350.71,3333.3524,9119710400,6494.9803,6455.1295,7229906800,8990.4678,8946.7436,12137092500
2016/11/3,2241.4374,2273.6329,4091302700,3326.9045,3365.085,12622350400,6442.3549,6483.7322,7754984500,8922.0404,9004.8546,13551786600
2016/11/4,2271.8454,2271.9263,3619209100,3362.2055,3354.1749,10406965500,6482.6008,6462.5928,7063540600,9000.4861,8979.9261,11965658500
2016/11/7,2271.9644,2276.9543,2596670400,3353.4441,3356.5916,9987798800,6461.0006,6468.8171,6881212600,8981.4269,8975.566,11523430300
2016/11/8,2284.0079,2282.4184,3259587400,3367.6974,3371.1177,10314828200,6487.6487,6503.1781,7244487800,8996.906,9030.7309,11203265000
2016/11/9,2281.1242,2263.9243,3735243100,3370.5999,3353.0547,13911005900,6504.4117,6453.5718,8806010200,9027.9482,8967.5963,14302103400
2016/11/10,2279.9426,2289.4491,3456599800,3374.906,3390.6119,13470553500,6501.6388,6536.9651,9062523800,9028.6719,9083.8442,13975912500
2016/11/11,2285.6102,2308.4288,5694860100,3387.9481,3417.2211,19878149600,6539.3598,6583.8864,11037159400,9080.4356,9121.5092,14658005300
2016/11/14,2304.607,2317.7726,6168486500,3409.2241,3430.2482,21324710500,6568.6594,6615.0071,12666934300,9105.9282,9152.1653,14747169000
2016/11/15,2315.7982,2310.901,3448614000,3428.8663,3429.8697,13456632000,6622.878,6640.4616,10511091200,9152.1889,9197.8606,13237289800
2016/11/16,2312.4976,2309.9426,3259638600,3432.4336,3429.5921,12980851100,6647.5287,6644.1878,9546867600,9208.4914,9211.9488,13822570200
2016/11/17,2306.4093,2316.7211,3545076300,3423.4654,3436.535,12156173100,6633.3099,6636.469,8453531200,9197.9223,9174.4386,11843246900
2016/11/18,2318.8955,2307.2741,3447528500,3437.4898,3417.4554,11595120500,6632.627,6602.3265,8127855100,9176.3315,9146.2138,11285068300
2016/11/21,2304.7681,2334.6776,5751963700,3412.6523,3441.1106,14643452900,6597.1749,6611.5399,7875184400,9138.0556,9167.4921,10692156900
2016/11/22,2334.6848,2353.0023,6598317700,3443.2201,3468.3637,16852344600,6619.8503,6661.246,9217780900,9176.5503,9244.2118,11704371000
2016/11/23,2355.3161,2360.3355,5406233100,3473.8949,3474.7289,16238850400,6668.2484,6631.1733,9396324000,9250.0401,9180.011,12402560200
2016/11/24,2356.8473,2368.7336,3715808900,3468.8071,3488.7402,14574630100,6635.2237,6623.0489,9358629900,9166.5766,9116.5664,11236606100
2016/11/25,2371.6989,2393.9464,4432797500,3490.0399,3521.2984,15362150600,6620.2193,6652.8177,8893463600,9109.1666,9134.8153,10949827200
2016/11/28,2406.7025,2403.1352,7755450400,3538.6754,3535.0807,20737548300,6667.2656,6670.8035,9574136600,9148.9651,9133.9097,10363203900
2016/11/29,2398.6683,2441.5786,9303858600,3525.9011,3564.0404,23691835600,6658.3551,6620.7949,10144690600,9120.5896,9031.2898,11003544300
2016/11/30,2435.8052,2419.4136,6897198000,3557.6357,3538.001,17856017800,6605.3611,6585.5776,8152681300,9013.1475,9014.913,9397614700
2016/12/1,2421.928,2431.3063,7360667400,3543.9555,3565.036,18017076100,6593.5939,6624.4657,7781850900,9021.9671,9055.9856,8781264100
2016/12/2,2427.1666,2416.5077,7762501700,3559.7711,3528.9547,19635548000,6617.8743,6520.9745,8109752500,9056.0133,8900.4144,10057233200
2016/12/5,2378.2099,2375.2578,7242835700,3473.6876,3469.4073,18085235500,6462.2556,6486.0173,6682182100,8818.6123,8851.5163,8378221400
2016/12/6,2371.1117,2368.6823,4259595500,3466.2417,3459.1533,11552909000,6496.1638,6490.8897,5200919800,8865.3401,8871.7288,7375064500
2016/12/7,2367.4214,2376.9191,3631364600,3458.3687,3475.7473,11434510300,6493.0029,6558.0247,5940641400,8870.3001,8969.1357,8364989300
2016/12/8,2380.6577,2379.0013,3965155600,3481.8067,3470.1426,11738392200,6561.7215,6527.4338,5698976300,8973.0965,8914.5121,8552181100
2016/12/9,2374.2955,2411.3144,6786012700,3464.8733,3493.7004,15030330800,6519.3949,6513.9155,5921829100,8903.7439,8881.3429,8345973600
2016/12/12,2408.0861,2387.1588,7057419400,3489.2683,3409.1794,18746775100,6512.959,6249.0784,9473677800,8875.5907,8397.4837,12418210100
2016/12/13,2373.7919,2372.9307,4120248600,3394.2072,3405.0355,12110509700,6235.5581,6278.1793,6520672800,8371.3672,8433.5874,9000416600
2016/12/14,2369.4963,2360.3788,4680032600,3399.4113,3378.9453,12400774400,6269.0808,6239.4989,6897758400,8416.9804,8378.0562,8986196700
2016/12/15,2346.7652,2309.8159,4258325200,3363.8597,3340.4338,11496066000,6216.1446,6280.3981,6473297300,8347.605,8467.7081,8782564100
2016/12/16,2302.8738,2302.3152,3057955100,3335.3625,3346.0305,9077542200,6279.2765,6318.5239,6220417600,8470.5363,8559.9905,8782936700
2016/12/19,2299.7136,2291.3842,2416229700,3342.3449,3328.9827,8164067800,6319.8574,6320.7324,6257915800,8554.9619,8551.3258,8359021500
2016/12/20,2293.3996,2279.6828,3010553300,3328.2985,3309.0641,8756959200,6314.6113,6300.6383,6092065700,8543.8702,8546.1909,7765967900
2016/12/21,2282.1242,2297.3706,4018425600,3313.7451,3338.536,10825499500,6311.0581,6347.6058,6363287000,8558.2808,8609.4052,8190383600
2016/12/22,2293.3477,2292.0412,2922298000,3335.1218,3335.672,9227724900,6341.2009,6341.7879,5961720700,8602.3543,8607.9453,8073703600
2016/12/23,2290.2506,2278.4779,3306081700,3333.4009,3307.5991,9744471300,6339.3466,6281.9966,5718248200,8602.6692,8509.361,7963635300
2016/12/26,2266.3837,2294.7094,2992352100,3293.2236,3322.4006,8979398200,6260.3396,6294.7546,5444435800,8472.4492,8547.0972,7627013600
2016/12/27,2291.2318,2286.9617,2459765600,3319.2061,3316.3852,7548635900,6291.6466,6288.8594,4927552400,8541.0012,8555.9901,7350422000
2016/12/28,2286.4067,2277.1759,2330457400,3315.7526,3301.8887,6900043700,6288.7324,6270.2395,4857416500,8551.2248,8521.3751,7567201800
2016/12/29,2273.2206,2275.1064,2399747100,3297.036,3297.7648,7008792300,6261.8676,6252.6076,4502814200,8505.4587,8488.2972,7006922800
2016/12/30,2276.8102,2286.8984,2548075500,3302.5993,3310.0808,7174411600,6255.6201,6263.6256,4692493700,8487.1511,8490.8611,6899418000
2017/1/3,2285.2729,2307.8917,2590892000,3313.9534,3342.2272,8656789600,6273.8182,6320.7626,4857779100,8503.6606,8565.1363,7267482900
2017/1/4,2305.9117,2322.2059,2610440300,3340.5576,3368.3117,9005082700,6321.7473,6394.6694,6673942300,8567.228,8669.9492,9410335200
2017/1/5,2322.4239,2322.6843,2652871200,3368.3402,3367.7892,8833635700,6391.5838,6399.2841,6144520300,8665.228,8670.7612,9488857300
2017/1/6,2323.0064,2308.9363,2644512400,3366.8522,3347.6665,8745911400,6398.8633,6371.6168,6490247300,8661.692,8609.8985,9765602000
2017/1/9,2308.4423,2318.3365,2652307400,3345.7483,3363.9014,8370794200,6365.3886,6415.4176,6397903100,8595.9105,8653.8468,8979711900
2017/1/10,2316.1574,2312.5985,2405598100,3361.6394,3358.2716,8381916000,6412.7619,6393.9283,6821068400,8646.0812,8609.5533,8911442800
2017/1/11,2311.9197,2300.4749,2692834600,3355.8008,3334.4954,9107143800,6381.7048,6331.9638,6284335900,8592.7486,8519.845,8555321500
2017/1/12,2299.4896,2295.4033,2213917400,3332.6857,3317.6241,8123913500,6325.6232,6272.851,5343363400,8509.5314,8443.2609,7933044800
2017/1/13,2293.4653,2308.0552,2754046700,3317.9625,3319.9122,8418058900,6272.7899,6194.6575,5361148400,8433.9951,8286.2411,7925718200
2017/1/16,2303.3177,2337.3944,5929473500,3314.1507,3319.4455,15777913500,6184.1292,6031.2414,7895834800,8263.1987,7931.9554,10620820700
2017/1/17,2326.0089,2329.595,1917044900,3305.6001,3326.3563,6945332800,6006.0795,6082.0657,5054089800,7900.9272,8028.6514,7739049200
2017/1/18,2330.1424,2342.7751,2029889100,3323.3389,3339.3653,7062322700,6067.1677,6068.593,4614218000,8009.5059,7989.1406,6407627200
2017/1/19,2335.6565,2334.9572,2109073500,3330.9522,3329.2891,6615980800,6054.7251,6043.675,4441961600,7966.4722,7955.3917,6010725400
2017/1/20,2334.4871,2347.1829,1751128800,3326.9773,3354.8891,6530046200,6037.5604,6121.9983,4571735400,7945.1876,8087.7723,6519986800
2017/1/23,2350.5468,2347.1047,1931132100,3359.0543,3364.0808,7555749800,6130.4404,6172.1671,5038973600,8100.0352,8169.1089,6835373500
2017/1/24,2347.5024,2352.4242,2011077700,3363.1374,3364.4509,6619422600,6167.8403,6165.2642,5012780300,8160.7815,8123.5863,6291684700
2017/1/25,2349.5184,2358.6974,1780022100,3361.6561,3375.9042,5837693100,6156.7761,6179.5681,4297428800,8107.6683,8150.5957,5469716400
2017/1/26,2359.428,2364.0244,1862983100,3378.2609,3387.9606,6531664700,6183.1588,6223.7061,4054247700,8157.0163,8205.8706,5022816500
2017/2/3,2367.5296,2339.9894,1451595100,3390.9315,3364.4923,5518886100,6227.4615,6207.0921,3554149100,8212.4095,8182.2785,4538879300
2017/2/6,2346.4438,2343.9673,1989571500,3368.1081,3373.2051,6852136000,6206.5352,6259.2471,4575565600,8181.9051,8280.0082,6426307700
2017/2/7,2343.6583,2337.5346,1697274000,3371.7695,3365.6849,6375446200,6254.2002,6255.927,5092823200,8271.7629,8282.3749,7401738100
2017/2/8,2334.6822,2346.4263,2423769100,3361.7811,3383.2878,7540287900,6248.4708,6291.5977,5388511900,8267.7937,8342.4339,7823875100
2017/2/9,2345.8405,2354.9009,3138164600,3381.8992,3396.2924,9755851500,6288.8842,6331.1771,7272232900,8337.9999,8410.2611,9172477500
2017/2/10,2357.5885,2368.1834,3930636000,3398.3173,3413.4868,12376872000,6329.6825,6337.1081,8937713900,8404.5077,8380.7863,9808551700
2017/2/13,2369.6975,2379.3057,3460382600,3416.9168,3436.275,12014453800,6341.7267,6369.6526,8376505400,8373.7548,8432.9571,8971092700
2017/2/14,2381.1007,2373.5138,2422716700,3438.511,3435.8042,9480946500,6366.937,6374.8852,7606862900,8427.6982,8423.8355,8440136100
2017/2/15,2375.6241,2372.192,3894925700,3435.3882,3421.7131,12764333800,6367.6437,6311.6959,8407660700,8415.5738,8344.0744,9655830300
2017/2/16,2373.3133,2376.7626,2962949700,3421.8299,3440.9331,10827696200,6308.3181,6359.3361,7507458100,8333.8121,8397.5621,8965390100
2017/2/17,2378.657,2362.7086,3109047400,3443.6166,3421.4419,11460003600,6356.0922,6307.1627,7907995200,8390.1201,8324.4171,9913700800
2017/2/20,2361.7607,2394.1201,4469041100,3421.6434,3471.3926,13262886200,6307.2342,6385.0625,7412663600,8318.277,8397.2435,9364950900
2017/2/21,2396.2244,2396.8843,3256980000,3475.0584,3482.823,11484200900,6390.508,6434.4383,7889690100,8399.0427,8479.6076,10368221400
2017/2/22,2397.487,2398.1922,2451300900,3483.2008,3489.7567,10281599400,6432.7507,6474.225,8752564100,8477.7456,8510.3052,10412687000
2017/2/23,2397.5593,2387.4172,2345867100,3487.5745,3473.3236,9953633000,6470.617,6473.993,8936667800,8507.9586,8512.7047,11348493600
2017/2/24,2385.0511,2389.8774,2568012100,3468.9588,3473.8517,9553513300,6466.1821,6476.1655,7625812700,8500.6989,8543.4486,9476841700
2017/2/27,2384.9181,2370.5594,2382755500,3471.1319,3446.2228,9867216000,6476.376,6424.2549,7224501000,8534.7233,8476.9064,9030475500
2017/2/28,2369.4712,2370.707,1679355800,3445.0274,3452.8103,7521526000,6424.9954,6450.9701,6303112600,8470.4375,8508.0859,8138542700
2017/3/1,2371.6526,2371.9252,2786312400,3452.2058,3458.4376,10326035400,6446.4356,6467.6385,7247967100,8497.8906,8526.4715,9347681200
2017/3/2,2376.9712,2354.9134,2306273100,3463.4829,3435.0963,8989807700,6476.1055,6434.6262,7206417200,8529.5843,8471.44,9044668200
2017/3/3,2347.9063,2347.1456,2048310700,3424.6627,3427.8628,8099465200,6417.3888,6452.839,6525325300,8450.9693,8505.4516,8575807900
2017/3/6,2346.0369,2349.8889,2111239900,3427.2533,3446.484,8307088200,6457.5928,6517.3235,6727767200,8513.2064,8608.1538,8978624300
2017/3/7,2349.6213,2356.2933,2025134800,3446.1628,3453.9565,8033472000,6517.8451,6523.1868,6853491500,8614.8547,8624.4654,9488463600
2017/3/8,2353.6169,2358.074,2436983300,3452.2006,3448.7313,7958769000,6519.9741,6497.0878,6306736900,8622.1144,8589.8697,8565145200
2017/3/9,2352.7491,2346.5527,2663066700,3442.8953,3426.9438,8457038100,6484.5815,6439.3822,6423898200,8578.8856,8535.5563,8784431600
2017/3/10,2343.3076,2339.2339,1798881100,3423.9776,3427.8916,7001619900,6436.7583,6447.9165,5635992900,8526.5362,8537.7803,7528222000
2017/3/13,2337.3552,2354.8904,2462401100,3425.6723,3458.098,9168412400,6444.5584,6507.8964,6491243000,8529.1717,8598.5181,8158481600
2017/3/14,2353.719,2354.8998,1901700600,3456.6584,3456.6934,7707796300,6508.369,6493.4846,6027199500,8604.7655,8581.7132,8347589800
2017/3/15,2352.3852,2357.3071,2106259500,3452.2139,3463.6436,7910495400,6486.3,6486.0616,5575008500,8563.4665,8574.0297,8272882500
2017/3/16,2362.3583,2369.194,3027821000,3472.2694,3481.5066,10633391300,6499.8323,6543.3407,6865461900,8582.9594,8664.9807,9621689600
2017/3/17,2371.6054,2346.9602,3076762300,3485.3114,3445.8051,10375556000,6543.5573,6483.2463,7306370600,8671.5191,8603.8652,10725315300
2017/3/20,2352.1149,2350.0671,2714929100,3449.0515,3449.6126,8873432200,6484.5404,6498.3416,6164478300,8594.7141,8634.8437,9228268300
2017/3/21,2352.2124,2357.1359,2888792100,3449.7696,3466.3468,8770785500,6494.7728,6515.9458,5899504200,8629.0628,8639.5664,8141693700
2017/3/22,2347.8575,2338.5468,3289198200,3450.7544,3450.0502,10493589400,6486.3011,6499.7928,7227336600,8604.6059,8592.5076,9298485500
2017/3/23,2340.0614,2347.4342,2671255200,3452.4056,3461.9782,9431806200,6502.1273,6512.1874,7691114700,8592.3367,8590.9601,10048770600
2017/3/24,2350.6917,2365.6043,4012077200,3464.1966,3489.5997,12564583300,6509.2327,6546.615,8354782200,8583.9521,8602.2898,9330369500
2017/3/27,2364.745,2364.4277,3549115600,3488.7647,3478.0385,10701537700,6545.4462,6516.0326,7748273700,8603.2297,8586.9104,9033983700
2017/3/28,2368.1547,2356.3135,2481363500,3480.249,3469.8093,8419482000,6509.0377,6498.6902,6126211400,8579.0526,8558.072,8321832400
2017/3/29,2357.9977,2352.6937,2901854900,3472.9665,3465.1933,10485170600,6504.2455,6480.543,8561404800,8555.9892,8488.2171,9793119400
2017/3/30,2350.9195,2346.6672,3111306600,3461.6159,3436.758,11637692200,6467.063,6375.7437,9651272400,8471.2405,8315.0453,11380245600
2017/3/31,2344.9599,2359.752,2950514600,3434.8222,3456.0455,9157749100,6374.565,6401.6479,7208277200,8314.0802,8339.1462,8918546900
2017/4/5,2369.4888,2384.2636,4007544200,3476.4231,3503.8932,14339901700,6450.8955,6539.9665,9701497800,8369.3931,8522.0098,10423689700
2017/4/6,2384.4322,2390.3893,3932500300,3507.9879,3514.0469,13676700400,6554.7454,6559.6526,9747113500,8531.1966,8543.663,10371863000
2017/4/7,2390.9144,2388.2714,3624863000,3514.4521,3517.4634,14029320400,6554.2567,6578.726,10059667100,8539.1441,8544.747,10442926800
2017/4/10,2388.5631,2379.1574,3125802600,3519.4597,3505.1392,14188738000,6575.4597,6566.5441,10252932300,8522.9149,8449.1568,11671619900
2017/4/11,2374.9225,2382.1093,3920082600,3503.8294,3517.328,16594583200,6566.84,6629.1661,12773804800,8432.4682,8514.4359,13425147500
2017/4/12,2378.9284,2378.8628,3364031600,3514.5723,3509.4387,18182453700,6625.8795,6576.4761,11417302700,8505.6998,8444.3937,12667524600
2017/4/13,2369.6067,2368.1061,2279306000,3500.2838,3514.5662,12998181300,6569.2398,6615.7042,8771144000,8429.7314,8470.3131,10649446500
2017/4/14,2367.7843,2355.5204,2431896900,3516.8103,3486.5045,13547407800,6623.4544,6528.1624,9751115100,8460.6355,8345.6516,10430284800
2017/4/17,2348.7513,2357.5233,2637625000,3475.7381,3479.9417,11716496100,6500.9489,6456.598,8753220700,8309.7795,8220.6567,9237520300
2017/4/18,2352.5128,2337.3507,2375365600,3474.8892,3462.7429,11092782300,6452.918,6418.2114,8018564100,8216.2088,8136.409,8672841900
2017/4/19,2331.6599,2325.0424,2791943500,3452.9904,3445.8761,12134926400,6390.3311,6350.6465,8700044700,8101.7968,8033.5026,9667457800
2017/4/20,2324.3661,2335.6472,2657672500,3444.5225,3461.5481,11418420800,6349.4075,6347.7732,7917415700,8021.0623,7987.6508,8017387700
2017/4/21,2336.4448,2347.6745,2707371200,3461.389,3466.7865,10441911000,6345.7705,6300.7128,6087110100,7984.4705,7945.39,6860937400
2017/4/24,2344.1921,2341.9296,3109300700,3458.2279,3431.2587,11466079100,6282.331,6138.5049,7077136800,7921.4172,7698.2848,7912306900
2017/4/25,2337.5206,2344.741,1938294300,3427.7322,3440.9743,9407214800,6139.4842,6160.4612,6465772900,7699.9836,7723.9994,6981770800
2017/4/26,2345.6275,2344.5049,2647062200,3440.2526,3445.1832,11194002900,6159.8926,6176.3981,6974602900,7721.6604,7751.9441,7212468700
2017/4/27,2337.4558,2351.6403,2983407600,3435.1017,3446.7202,12329842500,6157.5184,6192.3044,8935778900,7737.0678,7799.1219,9816778100
2017/4/28,2348.2876,2347.0391,2073368300,3439.5735,3439.753,10163235100,6174.142,6211.8624,6676916700,7777.7498,7842.0823,7321627000
2017/5/2,2341.7482,2336.7917,1621832100,3427.9169,3426.5766,9279746200,6205.1005,6216.115,7028900300,7831.4447,7845.4678,7033904200
2017/5/3,2335.8206,2329.7661,1874768500,3421.7586,3413.1282,9166962400,6205.6817,6197.4779,7247544700,7832.0173,7830.6375,7932525600
2017/5/4,2325.0077,2325.4332,2076741000,3404.9379,3404.3864,10348207500,6180.0292,6176.3053,7741351300,7804.7786,7804.5795,8164305400
2017/5/5,2318.9217,2320.602,3095107400,3393.4831,3382.5502,10989533300,6155.1974,6089.6828,7155199600,7780.1407,7700.2646,7576019000
2017/5/8,2309.2437,2326.0968,3465012300,3369.1084,3358.8125,12374928700,6076.458,5975.5395,6718255500,7679.1638,7555.2827,7331972900
2017/5/9,2312.8502,2316.2944,1615731500,3342.5981,3352.5324,7677166800,5953.8391,6012.0016,5472699300,7522.216,7602.9617,6728080500
2017/5/10,2315.561,2324.9219,2231892600,3350.6502,3337.7007,9208262800,6010.7303,5885.841,6264566000,7597.7685,7451.7759,7730156500
2017/5/11,2318.0494,2339.2903,2839544100,3322.9455,3356.6459,10925289000,5856.4147,5872.6391,7305431400,7400.4191,7387.1534,8998668900
2017/5/12,2336.6071,2375.4495,2890678400,3350.9371,3385.3787,9338646600,5859.3374,5863.7832,5668562800,7368.0731,7371.3016,6895514800
2017/5/15,2380.2743,2381.7516,2341241000,3391.5881,3399.1937,8297761100,5880.6961,5893.5075,4972593300,7386.2038,7391.6054,6201872700
2017/5/16,2376.9048,2381.317,2389204700,3390.925,3428.6491,10524241600,5882.3298,6014.7344,7342661600,7377.762,7549.7649,8795632700
2017/5/17,2377.1211,2363.5591,2085822500,3423.19,3409.9656,9973683700,6006.4691,6027.6504,7314690900,7545.2127,7570.4388,8739756500
2017/5/18,2348.872,2354.753,1712123100,3387.6655,3398.1127,8575958900,5983.3497,5976.2998,6006212500,7509.4056,7519.1915,7657137100
2017/5/19,2351.5202,2361.6616,1430456800,3395.2318,3403.8492,7147352500,5973.768,5974.9772,5506815200,7517.1306,7510.1064,7023546500
2017/5/22,2359.9686,2381.5525,2278023100,3400.5882,3411.2387,9253955900,5962.2861,5888.8127,6089413900,7500.5067,7372.79,7564274800
